code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
1535217,TRUE,CRISTIAN MOSCOTE Citlali,CRISTIAN MOSCOTE C,Citlali CRISTIAN MOSCOTE,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,154,0,['Athletics'],"[""Women's Marathon""]",4/15/95,SAN JUAN DE LOS LAGOS,Mexico,ZAPOPAN,Mexico,,,Athlete,Studies Marketing at University of Guadalajara (MEX),,Spanish,Personal: Cristobal Herrera (MEX),,,,,,,
1535222,TRUE,PALMA OLIVARES Ever Jair,PALMA OLIVARES EJ,Ever Jair PALMA OLIVARES,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,168,0,['Athletics'],['Marathon Race Walk Relay Mixed'],3/18/92,ZIT?CUARO,Mexico,,Mexico,,"Travelling, learning about foreign cultures.</p><p>Started learning French for nine months ahead of the 2024 Paris Olympic Games, but upon his arrival in Paris, realised that the language is more complicated than expected. ""It's not easy at all, but you try."" (esto.com.mx, 26 Jul 2024)","Athlete, entrepreneur",Business Administration - Universidad Anahuac Mexico North Campus (MEX),,Spanish,"Personal: Adrian Palma (MEX), his brother","Practiced taekwondo in his youth. At the age of 11, he and his brothers were invited to an athletic race. There, they were approached by a coach named Fernando Infante, who suggested they join a summer training program and introduced them to race walking",,,,"Brother, Isaac Palma (athletics), 2019 Pan American Race Walking Championships 50km race walk gold medallist",,
1535225,TRUE,OETLING RAMIREZ Elena,OETLING RAMIREZ E,Elena OETLING RAMIREZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Sailing'],"[""Women's Dinghy""]",4/18/93,CHAPALA,Mexico,CHAPALA,Mexico,,Reading,"Athlete, business owner",Sport Studies at University of Guadalajara (MEX),,"English, German, Spanish","Tania Elías Calles (MEX), four-time Olympian. Noel Guerra","Her parents and grandfather sail. “Sailing is a tough sport because it pits you against nature. You suddenly find yourself in the middle of the bay, far away from land and you have only water surrounding you. Being able to finish the competition to say, 'Wow, I did it' is something that motivates me most, because of the toughness of the situation. I think it's an incredible experience."" (jugadapreabricada.com, 17 Feb 2020)",,,"""Trust the process."" (Instagram)",,,
1535226,TRUE,AGUILAR CHAVEZ PEON Mariana,AGUILAR CH P,Mariana AGUILAR CHAVEZ PEON,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Sailing'],"[""Women's Windsurfing""]",3/12/99,MEXICO CITY,Mexico,,Mexico,,,"Athlete, student",Monterrey Institute of Technology (MEX),"Father, Enrique. Mother, Marisa",Spanish,Personal: Marisa Chavez Peon,"To follow after her mother, who was also involved in sailing. Went to her first world championship at age 14, which reinforced her liking to the sport. “It is a sport that is done outdoors, in the sea, the wind; It is a sport where you feel the adrenaline.” (todomenosfutbol.com, 3 Oct 2023)",,,,"Father, Enrique Aguilar Lozano (sailing), competed at the 1995 Pan American Games in Mar del Plata (ARG).</p><p>Uncle, Roberto Aguilar Lozano (sailing), also competed at the 1995 Pan American Games in Mar del Plata (ARG)",,
1535252,TRUE,LECHUGA ALANIS Kenia,LECHUGA ALANIS K,Kenia LECHUGA ALANIS,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Rowing'],"[""Women's Single Sculls""]",6/26/94,SANTIAGO,Mexico,MEXICO CITY,Mexico,,,Armed Forces athlete,Studied Exercise Science at the Autonomous University of Nuevo Leon (MEX),,Spanish,,"She was invited to try the sport by a rowing club president. ""Where I'm from we have a beautiful place to row called 'La Boca Dam' in Santiago, Mexico. The club president visited the school and invited us to try. At first, I was afraid that I wouldn't be able to, but eventually I fell in love with this sport."" (myInfo)","Rower Martin Sinkovic (CRO), three-time Olympic medallist (two gold, one silver), nine-time world championship medallist (six gold, two silver, one bronze)",,"""As long as you are there, anything can happen."" (youtube.com)",,,
1535260,TRUE,LOPEZ GARCIA Alexis,LOPEZ GARCIA A,Alexis LOPEZ GARCIA,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Rowing'],"[""Lightweight Men's Double Sculls""]",5/1/97,SAN FELIPE,Mexico,MEXICO CITY,Mexico,,,Athlete,,,Spanish,,,,,,,,
1535267,TRUE,CARBALLO NIETO Miguel,CARBALLO NIETO M,Miguel CARBALLO NIETO,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Rowing'],"[""Lightweight Men's Double Sculls""]",7/8/92,LA PAZ,Mexico,MEXICO CITY,Mexico,,,Athlete,,,Spanish,,,,,,,,
1535310,TRUE,BLANCO Luisa,BLANCO L,Luisa BLANCO,Female,Athlete,COL,Colombia,Colombia,Colombia,Colombia,COL,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",11/18/01,"LOS ANGELES, CA",United States,"TUSCALOOSA, AL",,,,"Athlete, student","Has a Bachelor's degree in Political Science, studying for a Master’s degree in Communication Studies at the University of Alabama in Tuscaloosa (AL, USA)","Father, Mario Blanco. Mother,  Sandra Saavedra. Brother, Dario Blanco",English,Personal: Ashley Johnson (USA).<br>National: Diego Medina,During winter she could not play football (soccer) in the cold weather so her parents took her to a gymnastics club. Wanted to be a gymnast after the first training session,,,,,,
1535343,TRUE,WILLARS VALDEZ Randal,WILLARS VALDEZ R,Randal WILLARS VALDEZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",4/30/02,MEXICO CITY,Mexico,MEXICO CITY,Mexico,,,Armed forces athlete,,"Father, Gabriel Willars. Mother, Katya Valdez",Spanish,Shi Qingying (CHN),,,,,,,
1535345,TRUE,BERLIN REYES Kevin,BERLIN REYES K,Kevin BERLIN REYES,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",4/25/01,VERACRUZ,Mexico,MONTERREY,Mexico,,"Electronics, football, supporting Spanish football club Barcelona",Athlete,,,Spanish,,,"Diver Ivan Garcia (MEX), 2012 Olympic 10m synchro silver medallist, 2015 World Championships 10m synchro silver medallist, four-time Pan American Games gold medallist",,,,,
1535346,TRUE,OROZCO LOZA Alejandra,OROZCO LOZA A,Alejandra OROZCO LOZA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",4/19/97,ZAPOPAN,Mexico,GUADALAJARA,Mexico,Ale,"Watching movies, spending time with family, music",Armed forces athlete,,,Spanish,,,Diver Paola Espinosa (MEX),,,,,
1535348,TRUE,AGUNDEZ GARCIA Gabriela,AGUNDEZ GARCIA G,Gabriela AGUNDEZ GARCIA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",8/4/00,LA PAZ,Mexico,,Mexico,Gaby,,Armed forces athlete,,,Spanish,,,,,,,,
1535349,TRUE,OLVERA IBARRA Osmar,OLVERA IBARRA O,Osmar OLVERA IBARRA,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Diving'],"[""Men's 3m Springboard"", ""Men's Synchronised 3m Springboard""]",6/5/04,MEXICO CITY,Mexico,,,,,,,,,,,,,,,,
1535350,TRUE,GARZA PEREZ Eugenio,GARZA PEREZ E,Eugenio GARZA PEREZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",7/23/96,MONTERREY,Mexico,"WELLINGTON, FL",United States,,,Athlete,"Degree in Business from University of Miami (Coral Gables, FL, USA)","Father, David. Mother, Monica","English, Spanish",,,,,,"Father, David (equestrian), competed in jumping and went to Canada to train with Ian Millar",,
1535351,TRUE,FERNANDEZ Federico,FERNANDEZ F,Federico FERNANDEZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",3/28/68,"NAPALUCAN, PUEBLO",Mexico,MEXICO CITY,Mexico,,Travelling,In 2004 he launched Grupo SIM which offers business services to small and medium-sized companies in Mexico,Master's degree in Senior Business Management from Universidad Panamericana in Mexico City (MEX),"Wife, Paola Amilibia. Children, Juan Pablo, Eduardo and Federica","English, Spanish",,,"Equestrian show jumper Hugo Simon (AUT), 1992 Olympic bronze team medallist (fourth in the individual ), six-time Olympian (1972, 1976, 1984, 1988, 1992, 1996)",,"""After what happened to me (surviving a plane crash) I feel an obligation to be happy. It's your will, your spirit, your determination, your power that turns a thing like this into something good instead of something that goes against you."" (horsesport.com, 20 Jul 2020)","Wife, Paola Amilibia (equestrian), represented Spain in jumping at the 2014 World Championships. She began representing Mexico in nations cup jumping competition in 2019. </p><p>Uncle, Fernando Senderos (equestrian), represented Mexico in jumping at the Olympic Games in 1976 and 1984, won individual gold and team silver at the 1975 Pan American Games",,
1535354,TRUE,de LARA OJEDA Miguel Alejandro,de LARA OJEDA MA,Miguel Alejandro de LARA OJEDA,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 200m Breaststroke""]",8/9/94,TORRE?N,Mexico,"BLACKSBURG, VA",United States,,,,Graduated in Bachelor of Commerce and International Business at Tecmilenio University (MEX) in 2018,,Spanish,"Club: Sergio Lopez (ESP), since January 2023","As a child, he was diagnosed with asthma and was encouraged to swim to help the condition",,,,,,
1535356,TRUE,MORENO Alexa,MORENO A,Alexa MORENO,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",8/8/94,MEXICALI,Mexico,TIJUANA,Mexico,,"Anime, karaoke",Athlete,Architecture at University of the Valley of Mexico (MEX),"Father, Octavio. Mother, Yenderina. Three brothers","English, Spanish",Personal: Aldo Torres (MEX),Her mother enrolled her in the sport,"Artistic gymnast Oksana Chusovitina (UZB), eight-time Olympian winning 1992 individual all-around gold (for EUN) and 2008 vault Olympic silver (GER); 11-time world championship medallist (three gold, four silver, four bronze).</p><p>Artistic gymnast Alicia Sacramone (USA), 2008 Olympic team all-around silver medallist; eight-time world championship medallist (four gold, four silver, two bronze).</p><p>Artistic gymnast Kohei Uchimura (JPN), seven-time Olympic medallist (three gold, four silver) winning back-to-back individual all-around gold (2012, 2016), 20-time world championship medallist with 10 gold (six individual all-around titles)",Her parents,"""Keep going and if you fall, learn why you fell and get back up."" (kyma.com, 9 May 2024)</p><p>""When you get out of your comfort zone you confirm you are capable of achieving more than you believed."" (www.instyle.mx, 22 May 2017)",,,
1535357,TRUE,SANDOVAL Ahtziri,SANDOVAL A,Ahtziri SANDOVAL,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",10/5/96,GUADALAJARA,Mexico,GUADALAJARA,Mexico,,,Athlete,,"Father, Antonio Sandoval. Mother, Liliana Perez. Brother, Kevin Sandoval. None have been involved in sports",Spanish,Personal: Jose Adrian Meza Padilla (MEX),"Her parents enrolled her because she was so energetic. ""I was jumping everywhere, to the point that my parents didn’t know how to control that restlessness, so I was taken to exploit my energy at a small artistic gymnastics gym. I ended up falling in love with the sport.” (intlgymnast.com, 12 Mar 2024)",,"Her family, coach, partner ""and the people who have motivated me to be the best version of myself.” (intlgymnast.com, 12 Mar 2024)","“Success is not an accident. It is hard work, perseverance, learning, studying, sacrifice and above all love for what you are doing.”",,"When she is preparing for a competition, applying her makeup and combing her hair, she watches the film Hercules.  ""Once I’m ready I listen to music that makes me dance a little.” (intlgymnast.com)",
1535358,TRUE,FLORES Sofia,FLORES S,Sofia FLORES,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Rhythmic Gymnastics'],['Group All-Around'],12/20/04,,Mexico,,Mexico,,,Athlete,,"Father, Reyes Flores Hurtado","English, Spanish",National: Blajaith Aguilar (MEX),,,,,,,
1535359,TRUE,SALAZAR Kimberly,SALAZAR K,Kimberly SALAZAR,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Rhythmic Gymnastics'],['Group All-Around'],4/24/04,XALAPA,Mexico,,Mexico,Kiki,,Athlete,"Anahuac University (Mexico City, MEX)","Mother, Lisbeth Lopez",Spanish,National: Blajaith Aguilar (MEX),"She had been training in athletics but when she saw rhythmic gymnasts training in Xalapa, Mexico, their flexibility caught her attention and she decided to take up the sport",,,,,,
1535360,TRUE,TEJEDA Adirem,TEJEDA A,Adirem TEJEDA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Rhythmic Gymnastics'],['Group All-Around'],6/21/02,,,,,,,Athlete,,,Spanish,National: Blajaith Aguilar (MEX),,,,,,,
1535361,TRUE,ALCOCER Dalia,ALCOCER D,Dalia ALCOCER,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Rhythmic Gymnastics'],['Group All-Around'],1/2/04,MERIDA,Mexico,,Mexico,Dalita,,Athlete,,,Spanish,National: Blajaith Aguilar (MEX),,,,,,,
1535362,TRUE,GUTIERREZ Julia,GUTIERREZ J,Julia GUTIERREZ,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Rhythmic Gymnastics'],['Group All-Around'],9/13/07,MERIDA,Mexico,,Mexico,July,,Athlete,,,Spanish,National: Blajaith Aguilar (MEX),,,,,,,
1535363,TRUE,HERNANDEZ Emiliano,HERNANDEZ E,Emiliano HERNANDEZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Modern Pentathlon'],"[""Men's Individual""]",1/27/98,MEXICO CITY,Mexico,MEXICO CITY,Mexico,,"Playing football, watching movies",,"Studied Marketing at the University of the Incarnate Word (San Antonio, TX, USA), while competing on the university fencing team 2016-17","Partner, Karol Gonzalez (triathlete). Father, Marcelo. Mother, Maria Celeste Uscanga. Brother, Ismael","English, Spanish",Swimming: Isaac Cortes (MEX).<br>Running: Juan Luis Barrios (MEX).<br>Riding: Gabriela Hernandez (MEX).<br>Shooting: Rosario Alvarez (MEX).<br>Sports psychologist: Claudia Rivas (MEX),"His parents were still studying when they raised him and his older brother Ismail. They found a pentathlon club where they could leave the boys when they were finished school at 3pm until they picked them up at 8pm each day after finishing their work. Later, Emiliano followed Ismael into the sport full-time",,,,"Older brother, Ismail Hernandez (modern pentathlon), bronze medallist at Rio 2016, the first Mexican to win an Olympic medal in modern pentathlon",,
1535364,TRUE,CARRILLO Duilio,CARRILLO D,Duilio CARRILLO,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Modern Pentathlon'],"[""Men's Individual""]",3/24/97,GUADALAJARA,Mexico,MEXICO CITY,Mexico,,Folk dancing (he is member of the Mexican Folk Dance Company),Armed Forces athlete,"Studied Business Administration at Anahuac University (Mexico City, MEX)","Wife, Priscila Espinosa. Daughter, Gea (born 2022). He is the youngest of eight children",Spanish,,Followed his siblings into the sport and later moved to Mexico City (MEX) to train at the Mexican Olympic Committee national centre at age 20,,,"""A lifetime of effort, for a day of perfection."" (myInfo)",,,
1535365,TRUE,OLIVER Mayan,OLIVER M,Mayan OLIVER,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Modern Pentathlon'],"[""Women's Individual""]",7/11/93,,Mexico,CUAUTITLAN IZCALLI,Mexico,,,,,"Younger sister, Catherine",Spanish,Club: Isaac Cortes Garcia (MEX),,,,,"Sister, Catherine (modern pentathlon), younger by eight years. Finished second in the 2023 Pan American Games (behind Mayan) and completed a podium sweep for Mexico at the 2023 Central American and Caribbean Games coming third behind Mayan and Mariana Arceo",,
1535366,TRUE,SANSORES Carlos,SANSORES C,Carlos SANSORES,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Taekwondo'],['Men +80kg'],6/25/97,CANCUN,Mexico,CANCUN,Mexico,,,Athlete,"Studied at Anahuac University (Mexico City, MEX)",,Spanish,National: Alfonso Victoria (MEX),"He began taekwondo to lose weight. ""When I was a teenager, my weight was a problem. I weighed 100kg. I needed to exercise for health reasons. Taekwondo caught my attention when I saw (Mexican taekwondo athlete) Maria Espinoza win her gold medal at the 2008 Olympic Games in Beijing. That convinced me that I should get into the sport to control my weight. Now I have made it my way of life."" (myInfo)",,,"“The key to success is to enjoy what you do, as well as the moment you are living in, and that is what I have done.” (myInfo)",,,
1535367,TRUE,SOUZA Daniela Paola,SOUZA DP,Daniela Paola SOUZA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Taekwondo'],['Women -49kg'],8/27/99,"ZAPOPAN, JALISCO",Mexico,TIJUANA,Mexico,,,Military athlete,"Graduated in 2023 with a degree in Business Administration from Anáhuac University (Mexico City, MEX)",,Spanish,National: Abel Mendoza (MEX),,,,"""Seize the moment, do not fear to fail."" (Facebook, 7 Jun 2022)",,,
1535368,TRUE,CLELAND QUINONEZ Alan,CLELAND QUINONEZ A,Alan CLELAND QUINONEZ,Male,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,0,0,['Surfing'],['Men'],6/19/02,BOCA DE PASCUALES,Mexico,AVECES,Mexico,Chango,,Athlete,,"Father, Alan Sr","England, Spanish",Guillermo ‘Macaco’ Mendez (MEX),,"Surfer Kelly Slater (USA), 11-time world champion","Father Alan Sr, who once appeared on the cover of Surfer Magazine",,,,
1535373,TRUE,GRIGORIAN Aram,GRIGORIAN A,Aram GRIGORIAN,Male,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,0,0,['Judo'],['Men -90 kg'],6/9/98,MOSCOW,Russian Federation,MOSCOW,Russian Federation,,Fishing and cinema,Athlete,,"Father, mother and two sisters",Russian,National: Victor Scvortov (MDA).</p><p>Victor Astakhov (RUS).<br>Dmitry Kletskov (RUS).<br>Rudolf Mikhailovich Baboyan (RUS).<br>Ervand Mgdsyan (RUS),His father took him to judo,"Wrestler Alexander Karelin (RUS), four-time Olympic medallist (three gold, one silver) between 1988-2000, nine-time world champion between 1989-1999.</p><p>Wrestler Buvaisar Saitiev (RUS), three-time Olympic 74kg champion (1996, 2004, 2008), six-time world champion (1995, 1997, 1998, 2001, 2003, 2005)",,"""Be honest, and decent, and you'll do well in life."" (Athlete, 28 Jun 2024)","""I have two sisters. Both are masters of sport in sambo and judo. <br>My father is a master of sports in Greco-Roman wrestling and my uncle is a master of sports in boxing."" (Athlete, 28 Jun 2024)",,"He was 2019 sambo world champion at 82kg (held in Cheongju, Republic of Korea)"
1535374,TRUE,KOSTOEV Dzhafar,KOSTOEV D,Dzhafar KOSTOEV,Male,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,0,0,['Judo'],['Men -100 kg'],4/28/99,"NAZRAN, INGUSHETIA",Russian Federation,ABU DHABI,UA Emirates,,,Athlete,,,"Arabic, Russian",National: Victor Scvortov (MDA),,,,,,,
1535375,TRUE,MAGOMEDOMAROV Magomedomar,MAGOMEDOMAROV M,Magomedomar MAGOMEDOMAROV,Male,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,0,0,['Judo'],['Men +100 kg'],4/10/01,,Russian Federation,,UA Emirates,,,Athlete,,,Russian,National: Victor Scvortov (MDA),,,,,,,
1535376,TRUE,TATALASHVILI Nugzari,TATALASHVILI N,Nugzari TATALASHVILI,Male,Athlete,UAE,UA Emirates,United Arab Emirates,UA Emirates,United Arab Emirates,UAE,0,0,['Judo'],['Men -81 kg'],3/20/90,TBILISI,Georgia,GORI,Georgia,Bacho,Sports cars,,,,"English, Georgian, Russian",Victor Scvortov (MDA),"""I live by this and love this method."" (Athlete, 26 May 2024)",,His family,"""Never give up."" (Athlete, 26 May 2024)</p><p>""My life is sport and I will give my youth to this sport for the rest of my life in order to achieve my goal."" (Athlete, 26 May 2024)",,,
